Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","54","Danemark","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","1.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","5.2","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","54","Danemark","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.96","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","112","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2716","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","5214.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","72","Djibouti","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.13","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","55","Dominique","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","119","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2941","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","11533.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","55","Dominique","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","5.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","55","Dominique","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","55","Dominique","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","55","Dominique","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","55","Dominique","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","55","Dominique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.11","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","59","Égypte","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","143","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3333","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","11366.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","59","Égypte","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","4.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","4.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","7.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","34.2","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","7.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","33.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","59","Égypte","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.16","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","117","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2682","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","8615.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","8.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","14.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","42.2","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","2.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","60","El Salvador","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.33","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","125","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3347","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","66968.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","225","Émirats arabes unis","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.74","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","58","Équateur","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","114","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2616","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","11561.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","58","Équateur","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","8.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","58","Équateur","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","58","Équateur","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","58","Équateur","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","58","Équateur","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","58","Équateur","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.07","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","178","Érythrée","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.61","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","203","Espagne","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","131","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3287","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","3.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","203","Espagne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","40328.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","203","Espagne","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","203","Espagne","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","1.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","8.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","203","Espagne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.25","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","63","Estonie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","127","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3233","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","35308.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","63","Estonie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","63","Estonie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","0.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","7.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","63","Estonie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","104","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2397","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","8606.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","16.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.2","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","30","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","63.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","209","Eswatini","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.31","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","148","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3777","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","1.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","61544.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","0.8","","Donnée officielle","Official estimate"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","8.5","","Donnée officielle","Official estimate"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","2.6","","Donnée officielle","Official estimate"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","27.9","","Donnée officielle","Official estimate"
"FS","Données de la sécurité alimentaire","231","États-Unis d'Amérique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.48","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","105","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2338","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","2103.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","19.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","21.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","14.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","57.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","15.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","63.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","238","Éthiopie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.34","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","137","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3376","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","0.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","26667.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","0.8","","Donnée officielle","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","185","Fédération de Russie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","8.4","","Donnée officielle","Official estimate integrated with FAO data"
